Date,Batch_ID,Product,Supplier,Region,Shift,Production_Tons,Quality_Status,Defect_Type,Resolution_Days,Inspection_Score,Production_Cost_EUR
2025-03-27,BATCH-0356,Dog Food Premium,Supplier H,Galway,Night,9.24,Fail,Composition,11,69.8,8208.31
2025-03-27,BATCH-0133,Dog Food Premium,Supplier A,Cork,Day,18.19,Pass,No Defect,0,88.5,17532.41
2025-03-27,BATCH-0820,Dog Food Premium,Supplier H,Cork,Day,21.55,Pass,No Defect,0,91.3,24683.33
2025-03-27,BATCH-0012,Livestock Feed,Supplier J,Limerick,Day,15.35,Pass,No Defect,0,90.3,9989.72
2025-03-28,BATCH-0912,Livestock Feed,Supplier A,Cork,Night,29.11,Pass,No Defect,0,87.9,18357.48
2025-03-28,BATCH-0558,Cat Food Standard,Supplier B,Limerick,Day,20.95,Pass,No Defect,0,89.4,17363.67
2025-03-28,BATCH-0093,Livestock Feed,Supplier B,Limerick,Day,14.88,Pass,No Defect,0,88.9,11521.32
2025-03-28,BATCH-0253,Dog Food Standard,Supplier B,Limerick,Night,20.24,Pass,No Defect,0,91.6,13474.73
2025-03-28,BATCH-0593,Cat Food Premium,Supplier D,Dublin,Day,14.51,Pass,No Defect,0,96.4,15415.59
2025-03-28,BATCH-0801,Livestock Feed,Supplier J,Cork,Night,12.22,Pass,No Defect,0,95.3,6440.8
2025-03-29,BATCH-0536,Dog Food Standard,Supplier G,Cork,Night,19.64,Pass,No Defect,0,92.8,15916.63
2025-03-29,BATCH-0848,Cat Food Standard,Supplier B,Limerick,Day,21.45,Pass,No Defect,0,95.4,16189.72
2025-03-29,BATCH-0734,Livestock Feed,Supplier J,Cork,Day,21.96,Pass,No Defect,0,92.2,11434.06
2025-03-29,BATCH-0739,Dog Food Premium,Supplier B,Cork,Night,7.92,Pass,No Defect,0,90.7,7521.28
2025-03-30,BATCH-0004,Livestock Feed,Supplier B,Cork,Day,21.9,Pass,No Defect,0,91.9,12131.16
2025-03-30,BATCH-0577,Dog Food Standard,Supplier A,Limerick,Day,5.54,Pass,No Defect,0,98.9,4242.54
2025-03-30,BATCH-0292,Livestock Feed,Supplier G,Dublin,Day,20.74,Pass,No Defect,0,93.8,12135.62
2025-03-30,BATCH-0297,Cat Food Standard,Supplier A,Galway,Day,23.04,Fail,Microbiological,7,59.1,17946.37
2025-03-30,BATCH-0424,Livestock Feed,Supplier H,Dublin,Day,20.17,Pass,No Defect,0,97.0,12975.52
2025-03-30,BATCH-0773,Dog Food Premium,Supplier A,Dublin,Night,16.95,Pass,No Defect,0,82.9,15692.97
2025-03-30,BATCH-0762,Cat Food Premium,Supplier J,Limerick,Day,21.57,Pass,No Defect,0,91.5,23417.66
2025-03-30,BATCH-0218,Dog Food Standard,Supplier C,Cork,Day,16.71,Pass,No Defect,0,89.0,11968.25
2025-04-02,BATCH-0838,Cat Food Premium,Supplier H,Cork,Day,14.22,Fail,Microbiological,9,69.2,15238.53
2025-04-02,BATCH-0030,Cat Food Premium,Supplier G,Galway,Day,15.94,Pass,No Defect,0,95.0,17306.67
2025-04-02,BATCH-0347,Dog Food Premium,Supplier F,Galway,Night,23.36,Pass,No Defect,0,98.8,23159.99
2025-04-03,BATCH-0687,Dog Food Premium,Supplier A,Limerick,Night,18.49,Fail,Packaging,4,75.2,18603.9
2025-04-03,BATCH-0367,Dog Food Standard,Supplier J,Dublin,Day,19.66,Pass,No Defect,0,90.5,15981.04
2025-04-03,BATCH-0897,Cat Food Standard,Supplier F,Galway,Day,21.88,Pass,No Defect,0,95.7,17981.61
2025-04-03,BATCH-0693,Dog Food Standard,Supplier J,Dublin,Day,19.28,Pass,No Defect,0,87.4,16236.03
2025-04-04,BATCH-0510,Dog Food Premium,Supplier E,Cork,Night,11.05,Pass,No Defect,0,88.2,10933.6
2025-04-04,BATCH-0294,Cat Food Standard,Supplier G,Galway,Night,19.53,Pass,No Defect,0,91.2,17250.46
2025-04-04,BATCH-0810,Dog Food Premium,Supplier G,Cork,Night,17.33,Pass,No Defect,0,92.5,16544.86
2025-04-05,BATCH-0313,Dog Food Standard,Supplier G,Dublin,Night,15.65,Pass,No Defect,0,91.2,11919.4
2025-04-05,BATCH-0448,Livestock Feed,Supplier I,Limerick,Day,10.27,Pass,No Defect,0,81.9,7077.84
2025-04-06,BATCH-0111,Cat Food Standard,Supplier G,Dublin,Day,15.22,Pass,No Defect,0,91.9,11014.34
2025-04-06,BATCH-0423,Dog Food Standard,Supplier J,Dublin,Day,13.06,Pass,No Defect,0,93.1,9262.01
2025-04-06,BATCH-0272,Cat Food Premium,Supplier A,Dublin,Night,17.15,Fail,Moisture,9,74.1,18161.44
2025-04-06,BATCH-0892,Livestock Feed,Supplier F,Dublin,Day,5.0,Fail,Labelling,1,77.7,3071.65
2025-04-07,BATCH-0509,Dog Food Premium,Supplier E,Limerick,Day,23.34,Pass,No Defect,0,89.8,23115.9
2025-04-07,BATCH-0025,Cat Food Premium,Supplier A,Dublin,Night,17.31,Pass,No Defect,0,92.2,18046.58
2025-04-07,BATCH-0615,Dog Food Standard,Supplier G,Cork,Day,17.49,Pass,No Defect,0,89.0,15220.4
2025-04-07,BATCH-0018,Dog Food Premium,Supplier F,Galway,Night,21.59,Pass,No Defect,0,92.3,19925.66
2025-04-08,BATCH-0101,Cat Food Premium,Supplier I,Cork,Day,15.52,Pass,No Defect,0,97.6,14568.82
2025-04-08,BATCH-0055,Dog Food Premium,Supplier A,Dublin,Day,19.13,Pass,No Defect,0,98.6,18938.43
2025-04-09,BATCH-0410,Dog Food Standard,Supplier E,Limerick,Night,20.46,Pass,No Defect,0,93.4,15110.08
2025-04-09,BATCH-0477,Dog Food Standard,Supplier F,Dublin,Day,16.88,Pass,No Defect,0,92.0,13319.26
2025-04-09,BATCH-0022,Livestock Feed,Supplier B,Dublin,Day,12.04,Pass,No Defect,0,96.7,7939.09
2025-04-10,BATCH-0249,Dog Food Standard,Supplier H,Cork,Day,15.85,Pass,No Defect,0,88.1,12093.15
2025-04-10,BATCH-0163,Dog Food Standard,Supplier J,Limerick,Night,16.75,Pass,No Defect,0,87.4,13235.31
2025-04-11,BATCH-0075,Dog Food Premium,Supplier I,Cork,Day,16.98,Pass,No Defect,0,94.3,17018.52
2025-04-11,BATCH-0923,Cat Food Standard,Supplier B,Galway,Day,24.05,Pass,No Defect,0,92.4,20735.03
2025-04-11,BATCH-0426,Cat Food Premium,Supplier G,Cork,Day,9.66,Pass,No Defect,0,90.3,10756.64
2025-04-11,BATCH-0069,Dog Food Standard,Supplier J,Galway,Day,17.03,Pass,No Defect,0,94.0,12732.07
2025-04-12,BATCH-0308,Cat Food Standard,Supplier I,Dublin,Night,16.23,Pass,No Defect,0,95.2,12940.22
2025-04-12,BATCH-0922,Dog Food Standard,Supplier F,Galway,Night,12.58,Pass,No Defect,0,86.1,10059.65
2025-04-12,BATCH-0280,Dog Food Standard,Supplier F,Galway,Night,30.06,Fail,Composition,6,80.3,24260.71
2025-04-13,BATCH-0640,Dog Food Standard,Supplier A,Limerick,Night,24.62,Pass,No Defect,0,85.6,18481.34
2025-04-13,BATCH-0001,Cat Food Standard,Supplier H,Cork,Day,21.84,Pass,No Defect,0,98.3,17293.6
2025-04-14,BATCH-0429,Dog Food Premium,Supplier G,Dublin,Night,27.71,Pass,No Defect,0,94.7,25695.5
2025-04-14,BATCH-0105,Dog Food Standard,Supplier G,Dublin,Day,23.72,Fail,Labelling,6,59.9,16149.5
2025-04-14,BATCH-0286,Livestock Feed,Supplier E,Cork,Day,25.35,Pass,No Defect,0,99.1,16211.98
2025-04-14,BATCH-0619,Dog Food Premium,Supplier E,Cork,Night,12.21,Pass,No Defect,0,90.7,12110.6
2025-04-14,BATCH-0726,Cat Food Premium,Supplier G,Dublin,Night,18.31,Pass,No Defect,0,95.2,18332.93
2025-04-14,BATCH-0028,Cat Food Standard,Supplier F,Cork,Day,19.52,Pass,No Defect,0,87.3,16307.64
2025-04-15,BATCH-0861,Dog Food Premium,Supplier J,Limerick,Day,27.66,Pass,No Defect,0,99.0,29535.0
2025-04-15,BATCH-0505,Dog Food Standard,Supplier D,Galway,Day,19.9,Pass,No Defect,0,97.0,13968.15
2025-04-15,BATCH-0753,Dog Food Standard,Supplier G,Galway,Day,20.41,Pass,No Defect,0,88.5,14689.91
2025-04-16,BATCH-0416,Dog Food Premium,Supplier E,Galway,Day,13.97,Pass,No Defect,0,99.4,12562.73
2025-04-16,BATCH-0781,Cat Food Premium,Supplier J,Dublin,Day,14.37,Pass,No Defect,0,86.7,16076.5
2025-04-16,BATCH-0723,Dog Food Premium,Supplier A,Cork,Night,18.12,Pass,No Defect,0,95.4,19226.42
2025-04-16,BATCH-0604,Dog Food Standard,Supplier A,Limerick,Day,23.31,Pass,No Defect,0,88.9,17613.08
2025-04-17,BATCH-0573,Cat Food Standard,Supplier C,Limerick,Night,13.39,Pass,No Defect,0,92.6,9049.09
2025-04-17,BATCH-0328,Cat Food Premium,Supplier A,Limerick,Night,23.0,Pass,No Defect,0,91.2,23822.83
2025-04-17,BATCH-0972,Dog Food Standard,Supplier E,Dublin,Day,13.73,Fail,Composition,1,73.8,9904.95
2025-04-17,BATCH-0345,Livestock Feed,Supplier B,Galway,Day,27.1,Fail,Composition,13,60.7,18763.85
2025-04-17,BATCH-0833,Dog Food Standard,Supplier J,Dublin,Day,11.15,Pass,No Defect,0,86.9,8533.03
2025-04-18,BATCH-0422,Dog Food Premium,Supplier H,Dublin,Night,12.97,Pass,No Defect,0,90.4,12442.92
2025-04-18,BATCH-0512,Dog Food Premium,Supplier E,Limerick,Day,12.53,Pass,No Defect,0,99.0,12940.14
2025-04-18,BATCH-0555,Dog Food Standard,Supplier F,Limerick,Night,18.59,Pass,No Defect,0,95.9,13905.69
2025-04-19,BATCH-0242,Cat Food Premium,Supplier A,Limerick,Night,18.72,Pass,No Defect,0,95.1,18965.49
2025-04-19,BATCH-0673,Cat Food Standard,Supplier J,Limerick,Day,14.57,Pass,No Defect,0,100.0,13367.0
2025-04-19,BATCH-0068,Cat Food Premium,Supplier D,Cork,Day,12.81,Pass,No Defect,0,94.6,13304.21
2025-04-19,BATCH-0300,Dog Food Standard,Supplier G,Limerick,Night,17.36,Pass,No Defect,0,89.0,14767.62
2025-04-20,BATCH-0351,Dog Food Premium,Supplier D,Limerick,Day,24.54,Pass,No Defect,0,91.4,25137.75
2025-04-20,BATCH-0981,Dog Food Standard,Supplier I,Limerick,Day,19.93,Pass,No Defect,0,90.8,15869.22
2025-04-20,BATCH-0834,Dog Food Premium,Supplier D,Dublin,Day,16.07,Pass,No Defect,0,95.9,15974.31
2025-04-21,BATCH-0460,Dog Food Standard,Supplier C,Limerick,Day,15.52,Pass,No Defect,0,97.8,12349.86
2025-04-21,BATCH-0136,Cat Food Standard,Supplier G,Galway,Day,17.5,Pass,No Defect,0,94.2,15923.49
2025-04-21,BATCH-0742,Dog Food Premium,Supplier D,Dublin,Day,25.75,Pass,No Defect,0,86.0,26455.74
2025-04-21,BATCH-0454,Livestock Feed,Supplier C,Limerick,Day,16.84,Pass,No Defect,0,91.5,10428.66
2025-04-22,BATCH-0976,Cat Food Premium,Supplier A,Dublin,Day,19.93,Pass,No Defect,0,94.6,22551.95
2025-04-22,BATCH-0889,Cat Food Standard,Supplier F,Cork,Day,12.76,Pass,No Defect,0,86.2,10596.95
2025-04-23,BATCH-0193,Cat Food Standard,Supplier C,Galway,Day,9.7,Pass,No Defect,0,93.2,7231.55
2025-04-23,BATCH-0682,Dog Food Standard,Supplier A,Limerick,Day,16.02,Pass,No Defect,0,87.7,13107.6
2025-04-23,BATCH-0493,Dog Food Standard,Supplier G,Limerick,Night,18.17,Pass,No Defect,0,91.6,13211.65
2025-04-23,BATCH-0408,Dog Food Standard,Supplier I,Dublin,Day,20.25,Pass,No Defect,0,96.4,13118.17
2025-04-25,BATCH-0697,Livestock Feed,Supplier C,Dublin,Day,21.85,Pass,No Defect,0,92.6,16669.43
2025-04-25,BATCH-0040,Dog Food Standard,Supplier D,Galway,Day,17.55,Pass,No Defect,0,97.1,12805.31
2025-04-26,BATCH-0134,Dog Food Standard,Supplier G,Dublin,Day,15.14,Pass,No Defect,0,91.7,12026.53
2025-04-26,BATCH-0182,Dog Food Standard,Supplier C,Cork,Day,22.39,Pass,No Defect,0,91.2,18040.34
2025-04-26,BATCH-0303,Dog Food Standard,Supplier E,Cork,Day,18.67,Pass,No Defect,0,89.4,15720.33
2025-04-26,BATCH-0740,Cat Food Standard,Supplier A,Dublin,Day,27.0,Pass,No Defect,0,96.7,23531.41
2025-04-26,BATCH-0485,Cat Food Premium,Supplier A,Dublin,Day,11.99,Pass,No Defect,0,87.7,12442.86
2025-04-26,BATCH-0380,Cat Food Standard,Supplier D,Cork,Day,14.11,Fail,Microbiological,1,65.1,12157.17
2025-04-27,BATCH-0595,Dog Food Premium,Supplier I,Dublin,Night,10.03,Pass,No Defect,0,91.9,10082.58
2025-04-27,BATCH-0131,Cat Food Premium,Supplier H,Dublin,Day,15.52,Fail,Microbiological,2,93.8,17249.1
2025-04-27,BATCH-0724,Dog Food Standard,Supplier D,Limerick,Day,16.22,Pass,No Defect,0,85.9,11062.39
2025-04-28,BATCH-0964,Livestock Feed,Supplier C,Galway,Day,22.32,Fail,Packaging,8,86.8,13700.66
2025-04-28,BATCH-0034,Cat Food Standard,Supplier H,Limerick,Day,14.06,Pass,No Defect,0,90.6,13151.97
2025-04-28,BATCH-0334,Cat Food Standard,Supplier G,Limerick,Night,28.28,Pass,No Defect,0,96.1,21270.71
2025-04-29,BATCH-0452,Cat Food Premium,Supplier J,Dublin,Day,18.7,Pass,No Defect,0,94.0,21417.44
2025-04-29,BATCH-0902,Dog Food Premium,Supplier F,Dublin,Day,6.22,Pass,No Defect,0,87.0,6338.21
2025-04-29,BATCH-0939,Dog Food Standard,Supplier I,Cork,Day,20.54,Pass,No Defect,0,94.3,16572.13
2025-04-29,BATCH-0568,Dog Food Premium,Supplier B,Cork,Night,17.3,Pass,No Defect,0,92.8,18204.89
2025-04-30,BATCH-0232,Cat Food Standard,Supplier D,Dublin,Day,21.73,Fail,Packaging,9,90.7,16663.54
2025-04-30,BATCH-0983,Cat Food Standard,Supplier C,Dublin,Day,12.42,Pass,No Defect,0,88.0,11739.17
2025-04-30,BATCH-0147,Cat Food Standard,Supplier F,Dublin,Day,14.56,Pass,No Defect,0,92.2,11824.83
2025-04-30,BATCH-0974,Cat Food Standard,Supplier E,Dublin,Night,30.62,Pass,No Defect,0,99.9,22542.62
2025-04-30,BATCH-0907,Cat Food Standard,Supplier G,Dublin,Day,16.91,Pass,No Defect,0,86.9,13218.97
2025-05-01,BATCH-0162,Cat Food Standard,Supplier H,Galway,Day,23.35,Pass,No Defect,0,86.8,17867.96
2025-05-01,BATCH-0925,Cat Food Standard,Supplier H,Cork,Day,22.23,Pass,No Defect,0,88.6,15297.02
2025-05-01,BATCH-0955,Livestock Feed,Supplier F,Dublin,Day,17.68,Pass,No Defect,0,100.0,10030.76
2025-05-02,BATCH-0405,Dog Food Standard,Supplier D,Galway,Day,9.94,Pass,No Defect,0,93.2,7852.25
2025-05-02,BATCH-0709,Dog Food Standard,Supplier A,Cork,Night,8.66,Pass,No Defect,0,90.5,7627.92
2025-05-02,BATCH-0498,Dog Food Standard,Supplier G,Dublin,Night,13.54,Pass,No Defect,0,88.1,10550.07
2025-05-02,BATCH-0440,Dog Food Standard,Supplier F,Cork,Night,8.87,Pass,No Defect,0,94.0,7243.37
2025-05-02,BATCH-0063,Dog Food Standard,Supplier E,Dublin,Day,17.04,Pass,No Defect,0,86.3,13009.16
2025-05-03,BATCH-0329,Cat Food Standard,Supplier J,Cork,Day,24.98,Pass,No Defect,0,90.4,22730.35
2025-05-04,BATCH-0118,Dog Food Standard,Supplier H,Galway,Day,22.54,Pass,No Defect,0,92.4,17178.94
2025-05-05,BATCH-0804,Cat Food Premium,Supplier D,Galway,Day,23.95,Pass,No Defect,0,87.2,26611.31
2025-05-05,BATCH-0971,Livestock Feed,Supplier E,Dublin,Day,14.67,Pass,No Defect,0,87.5,7513.87
2025-05-06,BATCH-0463,Cat Food Premium,Supplier F,Dublin,Day,26.15,Pass,No Defect,0,94.0,25825.03
2025-05-06,BATCH-0048,Cat Food Premium,Supplier B,Cork,Day,19.61,Pass,No Defect,0,87.3,19617.18
2025-05-06,BATCH-0194,Livestock Feed,Supplier H,Cork,Day,20.0,Fail,Moisture,6,78.8,11618.37
2025-05-06,BATCH-0250,Cat Food Premium,Supplier A,Galway,Day,27.46,Pass,No Defect,0,91.4,28071.65
2025-05-07,BATCH-0845,Cat Food Premium,Supplier C,Galway,Day,21.33,Pass,No Defect,0,94.7,24227.08
2025-05-07,BATCH-0137,Cat Food Premium,Supplier J,Cork,Night,28.82,Pass,No Defect,0,90.8,27567.63
2025-05-08,BATCH-0427,Livestock Feed,Supplier F,Dublin,Night,19.22,Pass,No Defect,0,99.6,12044.72
2025-05-08,BATCH-0670,Dog Food Premium,Supplier G,Limerick,Night,21.33,Pass,No Defect,0,91.0,20823.26
2025-05-08,BATCH-0369,Dog Food Premium,Supplier C,Dublin,Day,17.81,Pass,No Defect,0,93.3,19105.55
2025-05-08,BATCH-0802,Cat Food Standard,Supplier H,Dublin,Day,13.99,Pass,No Defect,0,93.0,10171.08
2025-05-09,BATCH-0502,Dog Food Premium,Supplier E,Cork,Night,14.6,Pass,No Defect,0,99.0,13585.94
2025-05-10,BATCH-0610,Dog Food Standard,Supplier E,Cork,Night,15.7,Pass,No Defect,0,88.1,10914.79
2025-05-11,BATCH-0225,Livestock Feed,Supplier J,Dublin,Day,13.39,Fail,Composition,3,70.9,9599.59
2025-05-12,BATCH-0991,Cat Food Standard,Supplier I,Cork,Day,19.29,Pass,No Defect,0,95.8,14700.78
2025-05-12,BATCH-0713,Cat Food Standard,Supplier B,Limerick,Day,21.32,Pass,No Defect,0,94.9,18729.79
2025-05-14,BATCH-0224,Cat Food Standard,Supplier I,Cork,Night,17.54,Pass,No Defect,0,93.2,12025.37
2025-05-15,BATCH-0650,Dog Food Premium,Supplier A,Dublin,Day,16.04,Pass,No Defect,0,93.7,15493.64
2025-05-15,BATCH-0874,Cat Food Premium,Supplier E,Dublin,Day,24.53,Pass,No Defect,0,94.4,23431.78
2025-05-16,BATCH-0732,Cat Food Standard,Supplier H,Dublin,Night,19.48,Pass,No Defect,0,98.1,15650.4
2025-05-16,BATCH-0967,Cat Food Premium,Supplier B,Cork,Day,26.1,Pass,No Defect,0,94.5,28012.85
2025-05-17,BATCH-0273,Livestock Feed,Supplier D,Galway,Night,21.78,Pass,No Defect,0,91.1,13417.94
2025-05-17,BATCH-0387,Dog Food Standard,Supplier H,Cork,Day,5.0,Pass,No Defect,0,92.3,3743.93
2025-05-17,BATCH-0014,Cat Food Premium,Supplier A,Dublin,Day,19.07,Pass,No Defect,0,90.0,17709.57
2025-05-17,BATCH-0076,Dog Food Premium,Supplier C,Dublin,Night,17.4,Pass,No Defect,0,89.6,17170.73
2025-05-17,BATCH-0876,Cat Food Premium,Supplier B,Dublin,Night,22.48,Pass,No Defect,0,93.4,21256.59
2025-05-18,BATCH-0729,Dog Food Premium,Supplier F,Dublin,Night,28.66,Pass,No Defect,0,92.6,30252.6
2025-05-18,BATCH-0752,Cat Food Premium,Supplier B,Galway,Day,17.26,Pass,No Defect,0,91.8,16078.97
2025-05-18,BATCH-0996,Dog Food Standard,Supplier E,Limerick,Night,14.15,Pass,No Defect,0,92.8,11971.81
2025-05-18,BATCH-0336,Cat Food Premium,Supplier C,Dublin,Day,11.11,Pass,No Defect,0,93.7,11289.02
2025-05-19,BATCH-0720,Cat Food Premium,Supplier C,Cork,Night,11.61,Pass,No Defect,0,92.2,12370.72
2025-05-19,BATCH-0382,Cat Food Premium,Supplier A,Dublin,Day,10.83,Pass,No Defect,0,93.9,10684.45
2025-05-19,BATCH-0877,Dog Food Premium,Supplier J,Galway,Night,16.41,Pass,No Defect,0,97.7,16127.52
2025-05-20,BATCH-0944,Cat Food Premium,Supplier J,Cork,Day,16.76,Fail,Composition,8,80.1,17830.24
2025-05-21,BATCH-0338,Livestock Feed,Supplier B,Dublin,Night,21.79,Pass,No Defect,0,86.8,13499.97
2025-05-21,BATCH-0178,Livestock Feed,Supplier D,Cork,Day,20.7,Pass,No Defect,0,93.9,11241.14
2025-05-21,BATCH-0962,Livestock Feed,Supplier I,Limerick,Day,19.53,Pass,No Defect,0,91.0,11230.27
2025-05-21,BATCH-0744,Cat Food Premium,Supplier D,Cork,Day,21.24,Pass,No Defect,0,90.3,20227.42
2025-05-22,BATCH-0840,Cat Food Standard,Supplier G,Cork,Day,18.14,Pass,No Defect,0,94.0,13725.21
2025-05-22,BATCH-0211,Cat Food Standard,Supplier J,Limerick,Day,12.68,Pass,No Defect,0,89.8,10631.21
2025-05-22,BATCH-0894,Livestock Feed,Supplier A,Galway,Day,15.27,Pass,No Defect,0,88.3,11131.91
2025-05-22,BATCH-0735,Cat Food Standard,Supplier D,Dublin,Day,14.2,Pass,No Defect,0,93.8,11915.92
2025-05-23,BATCH-0155,Cat Food Standard,Supplier I,Cork,Day,16.84,Pass,No Defect,0,92.2,14264.59
2025-05-23,BATCH-0216,Dog Food Premium,Supplier E,Galway,Day,18.43,Pass,No Defect,0,95.2,18767.77
2025-05-23,BATCH-0174,Livestock Feed,Supplier E,Cork,Day,28.96,Pass,No Defect,0,92.1,19137.91
2025-05-24,BATCH-0678,Cat Food Standard,Supplier J,Dublin,Night,13.96,Pass,No Defect,0,90.0,11432.54
2025-05-24,BATCH-0159,Dog Food Premium,Supplier B,Cork,Night,18.32,Pass,No Defect,0,87.8,18315.58
2025-05-25,BATCH-0684,Dog Food Premium,Supplier F,Galway,Night,12.19,Pass,No Defect,0,95.0,10681.24
2025-05-25,BATCH-0151,Cat Food Standard,Supplier H,Galway,Day,21.76,Pass,No Defect,0,92.7,18938.84
2025-05-26,BATCH-0404,Dog Food Premium,Supplier E,Cork,Night,19.17,Pass,No Defect,0,89.8,18500.74
2025-05-27,BATCH-0384,Dog Food Premium,Supplier B,Galway,Day,21.39,Pass,No Defect,0,86.2,20647.38
2025-05-27,BATCH-0019,Dog Food Standard,Supplier G,Dublin,Night,16.39,Pass,No Defect,0,88.9,13256.41
2025-05-29,BATCH-0527,Dog Food Premium,Supplier G,Limerick,Day,20.56,Pass,No Defect,0,95.1,19640.74
2025-05-29,BATCH-0087,Dog Food Standard,Supplier E,Dublin,Night,16.76,Fail,Moisture,15,82.4,12671.76
2025-05-29,BATCH-0390,Dog Food Standard,Supplier A,Limerick,Day,19.74,Pass,No Defect,0,90.0,14134.86
2025-05-29,BATCH-0938,Dog Food Premium,Supplier A,Cork,Day,12.67,Pass,No Defect,0,99.8,12377.42
2025-05-29,BATCH-0903,Cat Food Premium,Supplier G,Dublin,Day,19.26,Pass,No Defect,0,87.5,19579.68
2025-05-30,BATCH-0965,Dog Food Standard,Supplier H,Cork,Day,12.51,Pass,No Defect,0,89.9,9289.93
2025-05-30,BATCH-0696,Dog Food Standard,Supplier A,Dublin,Day,20.75,Pass,No Defect,0,96.3,14638.61
2025-05-31,BATCH-0636,Dog Food Standard,Supplier A,Limerick,Day,31.78,Pass,No Defect,0,96.4,23570.06
2025-05-31,BATCH-0415,Dog Food Premium,Supplier J,Galway,Night,26.84,Pass,No Defect,0,91.5,27111.17
2025-06-01,BATCH-0188,Dog Food Premium,Supplier D,Galway,Day,24.0,Pass,No Defect,0,94.3,22574.07
2025-06-01,BATCH-0337,Cat Food Premium,Supplier I,Cork,Day,23.28,Pass,No Defect,0,96.3,24444.62
2025-06-01,BATCH-0963,Cat Food Standard,Supplier G,Dublin,Night,21.3,Pass,No Defect,0,95.2,16980.5
2025-06-02,BATCH-0079,Dog Food Standard,Supplier G,Cork,Day,25.16,Pass,No Defect,0,82.8,20955.34
2025-06-02,BATCH-0100,Cat Food Premium,Supplier G,Dublin,Day,22.56,Pass,No Defect,0,85.2,22447.36
2025-06-02,BATCH-0469,Dog Food Premium,Supplier B,Limerick,Day,15.81,Pass,No Defect,0,98.2,15630.72
2025-06-03,BATCH-0504,Cat Food Standard,Supplier C,Dublin,Day,23.91,Pass,No Defect,0,89.7,20296.11
2025-06-03,BATCH-0089,Dog Food Premium,Supplier E,Cork,Night,18.88,Pass,No Defect,0,96.4,16984.87
2025-06-04,BATCH-0296,Dog Food Premium,Supplier C,Limerick,Day,17.96,Pass,No Defect,0,95.0,18263.56
2025-06-05,BATCH-0248,Cat Food Premium,Supplier I,Cork,Day,24.52,Pass,No Defect,0,94.0,23300.14
2025-06-05,BATCH-0379,Cat Food Standard,Supplier G,Cork,Day,16.17,Pass,No Defect,0,96.7,12677.89
2025-06-05,BATCH-0921,Cat Food Premium,Supplier A,Cork,Day,6.33,Pass,No Defect,0,87.5,7121.04
2025-06-05,BATCH-0859,Cat Food Premium,Supplier C,Cork,Day,19.88,Pass,No Defect,0,89.0,18408.11
2025-06-06,BATCH-0885,Dog Food Premium,Supplier I,Limerick,Night,24.62,Pass,No Defect,0,95.9,23079.64
2025-06-06,BATCH-0491,Dog Food Premium,Supplier A,Galway,Night,12.79,Pass,No Defect,0,92.1,11587.61
2025-06-07,BATCH-0175,Livestock Feed,Supplier F,Dublin,Day,15.28,Pass,No Defect,0,90.3,9553.65
2025-06-08,BATCH-0160,Cat Food Standard,Supplier H,Galway,Day,13.89,Pass,No Defect,0,93.6,11264.51
2025-06-08,BATCH-0987,Dog Food Standard,Supplier H,Dublin,Day,17.91,Pass,No Defect,0,96.2,11990.97
2025-06-08,BATCH-0910,Cat Food Standard,Supplier E,Dublin,Day,18.0,Pass,No Defect,0,92.0,14647.81
2025-06-08,BATCH-0202,Dog Food Premium,Supplier C,Cork,Day,18.41,Fail,Moisture,14,71.3,19485.02
2025-06-08,BATCH-0153,Cat Food Standard,Supplier D,Galway,Night,17.31,Pass,No Defect,0,95.6,13815.94
2025-06-09,BATCH-0210,Cat Food Standard,Supplier D,Dublin,Night,20.44,Pass,No Defect,0,90.9,17441.92
2025-06-09,BATCH-0270,Cat Food Premium,Supplier B,Galway,Night,23.3,Pass,No Defect,0,92.8,28323.0
2025-06-10,BATCH-0352,Dog Food Standard,Supplier A,Cork,Day,22.9,Pass,No Defect,0,95.3,17892.99
2025-06-10,BATCH-0212,Dog Food Premium,Supplier D,Cork,Day,19.87,Pass,No Defect,0,91.5,19514.5
2025-06-10,BATCH-0164,Dog Food Premium,Supplier A,Dublin,Day,20.79,Pass,No Defect,0,90.6,18889.86
2025-06-10,BATCH-0023,Dog Food Premium,Supplier E,Dublin,Day,23.52,Pass,No Defect,0,88.2,23944.64
2025-06-11,BATCH-0652,Cat Food Premium,Supplier J,Dublin,Night,12.93,Pass,No Defect,0,98.4,12267.55
2025-06-11,BATCH-0917,Dog Food Standard,Supplier D,Cork,Day,23.01,Pass,No Defect,0,91.3,16843.95
2025-06-11,BATCH-0850,Cat Food Standard,Supplier H,Limerick,Day,24.21,Pass,No Defect,0,90.1,19104.33
2025-06-11,BATCH-0389,Livestock Feed,Supplier B,Limerick,Night,22.62,Pass,No Defect,0,87.6,13342.71
2025-06-12,BATCH-0837,Cat Food Premium,Supplier C,Galway,Night,16.95,Pass,No Defect,0,91.6,18708.81
2025-06-12,BATCH-0398,Dog Food Premium,Supplier E,Limerick,Night,17.87,Pass,No Defect,0,95.6,16961.66
2025-06-12,BATCH-0825,Dog Food Standard,Supplier J,Cork,Day,17.27,Pass,No Defect,0,83.4,14500.88
2025-06-12,BATCH-0836,Dog Food Standard,Supplier F,Cork,Night,10.58,Pass,No Defect,0,95.2,6916.74
